Job Title,Organisation,Monthly Payment,Contract Type,Category,Closing,Location,Full-Time Equivalent (FTE),Opening
Digital Marketing & Communications Manager,CITY & ISLINGTON COLLEGE,3228.5,Permanent,"PR, Advertising and Marketing",9/12/2013 15:00,London,FULL TIME,9/11/2013 15:00
Part Time English Teacher,Hays Specialist Recruitment Ltd,2500,,Teaching,18/04/2012 12:00,West Midlands,,18/02/2012 12:00
Head Chef  Birmingham  ****K,The Recruitment Room,2166.67,,Hospitality and Catering,10/07/2012 15:00,UK,,10/06/2012 15:00
Graduate Programme,i resourcer,1666.67,,Hospitality and Catering,23/03/2013 0:00,UK,,21/02/2013 0:00
Housekeeper  Prestonfield,Prestonfield,1008,,Hospitality and Catering,10/08/2013 0:00,London,,27/07/2013 0:00
"RESTAURANT GENERAL MANAGER, NEW OPENING ABERDEEN",COREcruitment International,3083.33,,Hospitality and Catering,10/10/2012 12:00,London,,26/09/2012 12:00
Head Housekeeper  **** Hotel  Surrey,Berkeley Scott,1416.67,,Hospitality and Catering,16/02/2013 12:00,Chertsey,,2/02/2013 12:00
Chef de Rang/ Waiter  Bar Boulud,Bar Boulud,1708.33,,Hospitality and Catering,17/06/2013 12:00,London,,3/06/2013 12:00
Commis Chef/Assistant Cook,Holroyd Howe Independent,1416.67,,Hospitality and Catering,13/04/2013 0:00,Worcester,,14/03/2013 0:00
Assistant Manager  Dorset  ****  ****,Taylor Wigg,1666.67,,Hospitality and Catering,10/10/2012 0:00,Dorset,,11/08/2012 0:00
"Part Time Corporate Receptionist, ****  pro rata",Hamilton Mayday,2166.67,,Hospitality and Catering,12/04/2012 12:00,London,,13/03/2012 12:00
Chef de Partie  Gastro Pub /Bistro  Woking,Chef for Chefs,1666.67,,Hospitality and Catering,7/01/2013 12:00,Woking,,8/12/2012 12:00
chef de partie or junior sous chef Shetland islands,Chefs in Scotland,1375,,Hospitality and Catering,21/09/2012 12:00,London,,7/09/2012 12:00
Permanent Pastry Chef  upto ****k  **** AA Rosettes  Cumbria,Brigade Recruitment,1833.33,,Hospitality and Catering,7/02/2012 15:00,Cumbria,,8/01/2012 15:00
General Manager  Budget/Limited Service Hotel,Hospitality Staffing Uk,2708.33,,Hospitality and Catering,6/05/2012 12:00,London,,7/03/2012 12:00
Receptionist  Private Banking Firm  West End  Immediate start,Blanco Goldfarb Associates Ltd,1833.33,,Hospitality and Catering,3/07/2013 0:00,London,,3/06/2013 0:00
Front of House Manager  ****  Cornwall  Luxury Hotel,Paramount Personnel,2000,,Hospitality and Catering,6/03/2012 12:00,Cornwall,,6/01/2012 12:00
Assistant Manager  Exciting New Stylish Concept  Guildford,Bee Recruitment London Ltd,1833.33,,Hospitality and Catering,18/02/2012 12:00,Guildford,,4/02/2012 12:00
Assistant Managers,THE CAPITAL PUB COMPANY PLC,2083.33,,Hospitality and Catering,27/03/2013 15:00,London,,25/02/2013 15:00
"General Manager  Luxurious Style Bar Venue  City, London  ****k MF",PTHR International Restaurants Bars,2416.67,,Hospitality and Catering,26/08/2013 15:00,London,,27/06/2013 15:00
Recruitment and HR Manager,Evolve Hospitality,2250,,Hospitality and Catering,12/05/2012 12:00,London,,12/04/2012 12:00
Assistant Manager  Nationwide  Costa,Costa,1312.08,,Hospitality and Catering,22/01/2013 12:00,London,,23/12/2012 12:00
Operations Manager  Trendy Cocktail bar with Rooms,Hays Retail,2416.67,,Hospitality and Catering,21/09/2012 12:00,Surrey,,7/09/2012 12:00
Hospitality Operations Manager  Boston  up to ****K,COREcruitment International,1666.67,,Hospitality and Catering,10/01/2013 15:00,Boston,,27/12/2012 15:00
"Interim Events manager  Birmingham, ****K",Berkeley Scott Contract Catering Facilities Management,1958.33,,Hospitality and Catering,24/08/2013 15:00,UK,,25/06/2013 15:00
Purchasing & Control Assistant  ****  Cornwall  Fantastic Hotel,Paramount Personnel,1333.33,,Hospitality and Catering,17/07/2013 12:00,Cornwall,,3/07/2013 12:00
"General Manager  Luxurious Style Bar Venue  City, London  ****k",PTHR International Restaurants Bars,2500,,Hospitality and Catering,6/08/2013 0:00,London,,7/07/2013 0:00
Chef  Larder Section Gastro Pub  Bucks village  Great Team,G Squared Recruitment,1354.17,,Hospitality and Catering,15/09/2013 0:00,Leighton Buzzard,,1/09/2013 0:00
Head Waiter  ****AA Rosette Restaurant  Country House Hotel ****K live in,The Recruitment Room,1416.67,,Hospitality and Catering,17/08/2012 15:00,West Yorkshire,,18/07/2012 15:00
FINANCIAL CONTROLLER  SUPERB **** BOUTIQUE HOTEL  CENTRAL LONDON,Kerry Robert Associates,2916.67,,Hospitality and Catering,22/05/2012 12:00,London,,22/04/2012 12:00
chef de partie live in Argyll to **** seasonal,Chefs in Scotland,1416.67,,Hospitality and Catering,3/02/2012 0:00,London,,4/01/2012 0:00
Exec Head Chef required B&I location,Blanco Goldfarb Associates Ltd,2916.67,,Hospitality and Catering,12/01/2013 0:00,London,,29/12/2012 0:00
Senior Chef Manager  Tom Browns School Days,BarrettClark search and selection,2916.67,,Hospitality and Catering,11/01/2013 15:00,London,,12/12/2012 15:00
"Sous Chef, ****AA Rosette Restaurant, Lancashire, ****1k",Regent Recruitment,1791.67,,Hospitality and Catering,21/03/2012 0:00,Southport,,21/01/2012 0:00
"General Manager  Edwards, Wimbledon",Bars and Venues,2125,,Hospitality and Catering,10/11/2013 15:00,London,,11/09/2013 15:00
Sous Chef  New Contemporary Brasserie Opening  Milton Keynes ****k OTE,PTHR International Restaurants Bars,2000,,Hospitality and Catering,13/02/2014 12:00,Milton Keynes,,15/12/2013 12:00
Head Chef  New Brasserie Opening  Milton Keynes ****k OTE,PTHR International Restaurants Bars,2625,,Hospitality and Catering,3/11/2013 12:00,Milton Keynes,,20/10/2013 12:00
Senior Chef de Partie  Gastro  Mayfair  ****k,Byfield Brown Associates,1916.67,,Hospitality and Catering,19/04/2012 0:00,London,,5/04/2012 0:00
Urgent (Immediate start available) Chef De Partie **** Rosettes Cirencest,Chef Selection Limited,1500,,Hospitality and Catering,31/08/2013 15:00,Cirencester,,2/07/2013 15:00
Chef de Partie Kent ****k Plus Tips and Accommodation,Chef Selection Limited,1416.67,,Hospitality and Catering,25/01/2014 15:00,Kent,,26/12/2013 15:00
"Junior Sous Chef, ****AA Rosette Country Inn, Cheshire, circa ****k",Regent Recruitment,1458.33,,Hospitality and Catering,24/12/2012 0:00,Chester,,10/12/2012 0:00
Snr CDP ****K Tadworth,Blue Arrow   Guildford,1833.33,,Hospitality and Catering,20/09/2013 15:00,Tadworth,,21/08/2013 15:00
Chef De Partie  **** Star Deluxe Hotel  Excellent Salary  Live In ,JAP Associates,1583.33,,Hospitality and Catering,19/02/2013 0:00,London,,5/02/2013 0:00
Executive Chef  All BrandsManchester Airport Up to ****k,SSP,2375,,Hospitality and Catering,5/05/2012 12:00,UK,,6/03/2012 12:00
Head Chef s,Marstons   Pub Jobs,1225.5,,Hospitality and Catering,24/10/2013 0:00,London,,24/09/2013 0:00
Display Sales – B2B Media,Savvy Media Group,2666.67,Permanent,Sales,24/07/2013 15:00,South East London,,25/04/2013 15:00
Apprenticeship Assessor,New Way Recruitment Services,1750,Permanent,Teaching,22/04/2012 0:00,York,,22/02/2012 0:00
Qualified Social Worker – Older Person’s Service,Action First Recruitment,3920,Fixed Term Contract,Healthcare and Nursing,25/06/2013 0:00,South East London,,26/05/2013 0:00
Domiciliary Care Worker for SurreyWest Byfleet,Carewatch,1200,Permanent,Healthcare and Nursing,27/04/2012 15:00,Byfleet,,28/03/2012 15:00
Senior Manufacturing Engineer X****,CG Consultants,2916.67,Permanent,Engineering,13/10/2012 0:00,Lincolnshire,,15/07/2012 0:00
IT Recruitment Consultant  Birmingham  ****K  ****K OTE  Consultancy,Madison Bridge,1562.5,Permanent,Sales,20/05/2013 0:00,UK,,21/03/2013 0:00
Graduate Software Solutions Sales Executive,Hybrow,1875,Permanent,Sales,26/01/2013 12:00,London,,27/11/2012 12:00
Fee EarnerDebt Recovery,Get Recruited  Ltd,1833.33,Permanent,Finance and Accounting,28/10/2013 12:00,Preston,,30/07/2013 12:00
"NET Developer  Online Film Rental Co  Wokingham, Berkshire",Dawson & Walsh,2916.67,Permanent,Information Technology,15/02/2014 0:00,Wokingham,,17/12/2013 0:00
"NET Developer  Insurance Firm  Hoddesdon, Herts",Dawson & Walsh,4166.67,Permanent,Information Technology,26/08/2012 12:00,UK,,27/06/2012 12:00
"NET Developer  Global Internet Icon  Bracknell, Berkshire",Dawson & Walsh,2916.67,Permanent,Information Technology,24/01/2013 0:00,Bracknell,,25/12/2012 0:00
"NET Developer  Online Film Rental Co  Salisbury, Wiltshire",Dawson & Walsh,3750,Permanent,Information Technology,19/10/2012 0:00,Salisbury,,20/08/2012 0:00
Assistant Motor Underwriter,Hillman Saunders,2291.67,Permanent,Finance and Accounting,14/04/2013 15:00,Kent,,15/03/2013 15:00
Cisco Call Manager Technician  Greater Manchester,Badenoch & Clark   Manchester.,3760,Fixed Term Contract,Information Technology,20/10/2012 15:00,Greater Manchester,,21/08/2012 15:00
Assistant Manager  Branded Restaurants,Xpress Recruitment.,1666.67,Permanent,Hospitality and Catering,26/09/2012 0:00,UK,,28/06/2012 0:00
Java Analyst Developer J****EE/JDK****/SQL ****k,Computer People,3625,Permanent,Information Technology,13/12/2012 12:00,UK,,14/09/2012 12:00
Assistant General Manager MultiSite,Xpress Recruitment.,1916.67,Permanent,Hospitality and Catering,20/01/2013 0:00,Aberdeen,,22/10/2012 0:00
Sensor Processing Test Technician,Redline Group Ltd,1875,Permanent,Engineering,29/07/2012 0:00,Northamptonshire,,30/04/2012 0:00
Project Manager  CGI,Gold Group Ltd.,2625,Permanent,Information Technology,12/11/2012 15:00,South East London,,13/09/2012 15:00
"C Senior Developer x 2 Manchester C, SQL Server",Modern Business Solutions,3541.67,Permanent,Information Technology,14/12/2012 12:00,UK,,15/09/2012 12:00
IT Technician  Moodle,Recruitment Genius,1625,Permanent,Information Technology,6/04/2013 15:00,Keighley,,6/01/2013 15:00
Media Sales Executive  Leading Global Organisation,Interaction   Hammersmith ,1916.67,Permanent,Sales,27/03/2012 12:00,South East London,,27/01/2012 12:00
Marketing Manager/Director – Wokingham – ****k  ****k,Mulberry Recruitment,2708.33,Permanent,"PR, Advertising and Marketing",8/06/2013 12:00,Wokingham,,10/03/2013 12:00
Early Learning Assessor,Indigo21recruitment.com,2000,Permanent,Teaching,20/12/2012 12:00,Hampshire,,20/11/2012 12:00
IT Recruitment Consultants Urgently Required  OTE ****k,Support Services Group,3750,Permanent,Sales,10/02/2012 12:00,Reading,,11/01/2012 12:00
Acute Community Nurse,MediHome,2291.67,Permanent,Healthcare and Nursing,24/09/2013 15:00,South East London,,26/07/2013 15:00
Data Integrity / Storage Specialist,ERS,4166.67,Permanent,Information Technology,9/06/2012 15:00,Aberdeen,,11/03/2012 15:00
C Software Developer  NET **** WCF WPF,Informatiq,5416.67,Permanent,Information Technology,5/10/2012 0:00,South East London,,7/07/2012 0:00
"Junior Web Developer to ****k  Guildford, Surrey",CV Screen Ltd,1708.33,Permanent,Information Technology,3/01/2014 0:00,Guildford,,4/11/2013 0:00
Senior Desktop Counter Fraud Handler,IPS Group,2916.67,Permanent,Finance and Accounting,22/12/2012 15:00,Newcastle Upon Tyne,,23/10/2012 15:00
ETrading Underwriting Portfolio Manager  London  ****k  bonus,Idex Consulting,4166.67,Permanent,Finance and Accounting,5/01/2014 15:00,South East London,,6/12/2013 15:00
"NET Developer  Social Networking  Basingstoke, Hampshire",Dawson & Walsh,2500,Permanent,Information Technology,11/05/2013 0:00,Basingstoke,,12/03/2013 0:00
"Application Support Consultant  HTML, Shell, Linux Birmingham",ISL UK,2375,Permanent,Information Technology,17/07/2012 12:00,UK,,18/05/2012 12:00
B2B Sales Manager,Interaction   Kettering,2708.33,Permanent,Sales,11/01/2013 12:00,UK,,12/12/2012 12:00
Technical Author  Writer Software  Leeds,Verticailty Ltd,2708.33,Permanent,Information Technology,12/07/2013 0:00,Leeds,,13/04/2013 0:00
Senior Online Marketing Executive  French Speaking,Pollinate Recruitment,2291.67,Permanent,"PR, Advertising and Marketing",29/12/2012 12:00,South East London,,30/10/2012 12:00
Sales Exec  Water Treatment ****k basecomm Warwick,Hammond Recruitment,2291.67,Permanent,Sales,8/08/2012 12:00,Warwick,,9/06/2012 12:00
Query Management Administrator,Adecco Group,1296,Fixed Term Contract,Finance and Accounting,28/04/2013 15:00,Cannock,,27/02/2013 15:00
Senior Design Engineer  Test,Redline Group Ltd,2916.67,Permanent,Engineering,31/03/2012 12:00,Scotland,,31/01/2012 12:00
Freelance Telesales Career Advisor,Recruitment Genius,2083.33,Permanent,Sales,2/08/2013 0:00,Walton-On-Thames,,3/07/2013 0:00
Pensions Administrator  Sheffield,Idex Consulting,2250,Permanent,Finance and Accounting,11/09/2013 0:00,Sheffield,,13/07/2013 0:00
Software Consultants (C++/Java/OO),Coburg Banks IT Limited,2916.67,Permanent,Information Technology,1/05/2013 12:00,Oxford,,1/04/2013 12:00
Car Sales (Central Europe  Germany),Capstone Recruitment,2437.5,Permanent,Sales,15/04/2012 15:00,UK,,16/01/2012 15:00
Electrical Design Engineer  Generators,NonStop Recruitment Ltd,3125,Permanent,Engineering,9/07/2012 0:00,East Midlands,,10/04/2012 0:00
Electronic Engineer  Communications,NonStop Recruitment Ltd,3333.33,Permanent,Engineering,11/03/2012 12:00,South East London,,11/01/2012 12:00
Swedish Online Marketing Assistant,SRGEurope,2583.33,Permanent,"PR, Advertising and Marketing",15/01/2014 12:00,UK,,16/12/2013 12:00
Health and Social Care Lecturer,Eden Brown Ltd,2800,Fixed Term Contract,Teaching,2/01/2013 0:00,South Yorkshire,,19/12/2012 0:00
"Credit Controller  Farsley, Leeds",Orange Recruitment,1708.33,Permanent,Finance and Accounting,12/06/2012 15:00,Leeds,,14/03/2012 15:00
Fitter / Turner,ERS,1875,Permanent,Engineering,12/03/2012 15:00,Buckinghamshire,,12/01/2012 15:00
Senior Certification and Homologation Engineer,ERS,3333.33,Permanent,Engineering,13/02/2013 0:00,Leicestershire,,15/12/2012 0:00
Senior Advanced Manufacturing Engineer,ERS,3750,Permanent,Engineering,29/10/2013 12:00,Leicestershire,,29/09/2013 12:00
CRB Building Services Engineers,Phoenix Resourcing Services   PRS,2500,Permanent,Engineering,8/02/2014 15:00,UK,,10/12/2013 15:00
Medical Electronic Field Service Engineer (MRI Imaging Systems),TRS Consulting,3000,Permanent,Engineering,3/07/2012 12:00,York,,4/05/2012 12:00
Premium Recovery Investigator,Gerrard White,1416.67,Permanent,Finance and Accounting,30/09/2013 15:00,Sevenoaks,,2/07/2013 15:00
"Photocopier Engineer  Oxford, Guildford, Reading",Concept IT,2000,Permanent,Engineering,5/07/2012 12:00,Oxford,,6/04/2012 12:00
"Senior Estate Agency Sales Negotiator  Limehouse, East London",ESTATE AGENCY PROFESSIONALS,2500,Permanent,Sales,25/09/2013 12:00,South East London,,27/07/2013 12:00
Electrical Maintenance Engineer 2198M4AM,Pioneer Selection,3083.33,Permanent,Engineering,20/02/2013 12:00,Reading,,22/11/2012 12:00
Technical Sales / Applications Engineer,ETS Technical Sales,2708.33,Permanent,Engineering,9/08/2013 0:00,West Sussex,,10/07/2013 0:00
Social Worker  Adults Care Manager,Eden Brown Ltd,3600,Fixed Term Contract,Healthcare and Nursing,7/10/2012 12:00,Northamptonshire,,8/08/2012 12:00
Field Sales Consultant  Birmingham,Assured Recruitment Solutions,2158.33,Permanent,Sales,3/08/2012 15:00,UK,,5/05/2012 15:00
Field Service Engineer x**** (Medical Laboratory Sterilisation Systems),TRS Consulting,2250,Permanent,Engineering,16/10/2013 0:00,UK,,16/09/2013 0:00
Higher Level Teaching Assistants Milton Keynes,I Resourcer,1166.67,Permanent,Teaching,27/06/2013 0:00,Milton Keynes,,29/03/2013 0:00
"PHP Developer (PHP, NET)",Gold Group Ltd.,3750,Permanent,Information Technology,5/10/2013 0:00,North Lambeth,,7/07/2013 0:00
Client Service Assoc,Spring Personnel,1708.33,Fixed Term Contract,Finance and Accounting,1/09/2012 15:00,Redhill,,2/08/2012 15:00
North American Technician,Hillman Saunders,2291.67,Permanent,Finance and Accounting,22/09/2013 0:00,London,,24/07/2013 0:00
Senior Outbound Telesales Executive,Act Recruit,2000,Permanent,Sales,17/02/2013 12:00,Leeds,,19/11/2012 12:00
New Business Sales  Account Exective,Office Angels,1708.33,Permanent,Finance and Accounting,23/09/2013 15:00,Bournemouth,,24/08/2013 15:00
Insurance Motor Claims Negotiator,Centrepoint Insurance Recruitment,1791.67,Permanent,Finance and Accounting,16/07/2012 0:00,Hampshire,,16/06/2012 0:00
Digital Marketing Executive  6 months,Interaction   Hammersmith ,2083.33,Fixed Term Contract,"PR, Advertising and Marketing",24/09/2013 0:00,East Sheen,,10/09/2013 0:00
Senior Search & Biddable Media Strategist,PFJ,2875,Permanent,Information Technology,26/05/2012 0:00,South East London,,27/03/2012 0:00
SENIOR CHEF DE PARTIE  SWINDON,Platinum Recruitment Consultancy,1500,Permanent,Hospitality and Catering,18/02/2013 12:00,Swindon,,19/01/2013 12:00
Expenses Administrator,Office Angels,3125,Permanent,Finance and Accounting,8/09/2013 12:00,Aberdeen,,10/07/2013 12:00
Recruitment Consultant  Wimbledon  c****K Basic  Uncapped Commission,Pzazz,2041.67,Permanent,Sales,4/06/2012 15:00,East Sheen,,5/05/2012 15:00
Engineering Lean Practitioner,Informatiq,3958.33,Permanent,Engineering,29/03/2012 12:00,Surrey,,28/02/2012 12:00
Electrical /Electronic Technician  Medical Devices Products,Informatiq,2500,Permanent,Engineering,11/02/2013 15:00,Surrey,,13/11/2012 15:00
IT Support (Field Based) PDA's London ****K,Computer People,1666.67,Permanent,Information Technology,31/07/2012 0:00,South East London,,1/07/2012 0:00
Street Fundraiser NO EXPERIENCE NEEDED,Spring Personnel,1200,Fixed Term Contract,Sales,17/12/2013 12:00,South East London,,18/10/2013 12:00
Account Manager (Water Treatment),Link For People Services,2708.33,Permanent,Sales,2/01/2013 0:00,UK,,3/12/2012 0:00
Test and Diagnostics Engineer (Permanent),ERS,2291.67,Permanent,Engineering,11/02/2013 0:00,South East London,,13/11/2012 0:00
Senior Engineer  Submarine Combat Systems Integration and Test,ERS,3125,Permanent,Engineering,5/06/2012 12:00,Surrey,,6/04/2012 12:00
venue coordinator,Spring Personnel,1041.67,Permanent,Sales,7/12/2012 15:00,Shropshire,,8/09/2012 15:00
Payroll Product Consultant,Portfolio Payroll Ltd,2041.67,Permanent,Finance and Accounting,27/01/2013 12:00,Leeds,,28/11/2012 12:00
Field Sales Adviser (door to door),Search Consultancy,1166.67,Permanent,Sales,19/02/2014 12:00,Nottingham,,21/12/2013 12:00
Mortgage Services Consultant,Stafforce Recruitment,2000,Permanent,Finance and Accounting,22/07/2012 12:00,Leicestershire,,22/06/2012 12:00
Project Manager  Complex Design Manufacturing,Technical Placements,3750,Permanent,Engineering,5/01/2013 15:00,Canterbury,,7/10/2012 15:00
Assistant to Finance Manager,Axis Associate Consultants,2083.33,Permanent,Finance and Accounting,29/07/2012 15:00,UK,,30/05/2012 15:00
Site Supervisor Waste Management and Recycling,Red Kite Selection,1791.67,Permanent,Engineering,12/07/2012 12:00,UK,,13/05/2012 12:00
Technical Field Sales Manager,Aaron Wallis Sales Recruitment,3125,Permanent,Sales,11/12/2012 12:00,West Midlands,,12/09/2012 12:00
Property Investment Agent  West London,"AMR   London, North & Central",1958.33,Permanent,Sales,26/10/2012 15:00,East Sheen,,28/07/2012 15:00
"NET Software Developer with ASPNET, and C",Remit Resources,2291.67,Permanent,Information Technology,18/09/2012 15:00,Bournemouth,,20/06/2012 15:00
Area Mortgage Consultant / Area Mortgage Advisor,Kings Permanent Recruitment,2916.67,Permanent,Finance and Accounting,19/03/2012 0:00,UK,,18/02/2012 0:00
Brand and Marketing Executive,Ad Lib,2000,Permanent,"PR, Advertising and Marketing",29/03/2013 12:00,Gloucestershire,,29/12/2012 12:00
