account_age,intl_plan,voice_mail_plan,n_voice_mails,n_day_calls,sum_day_charges,n_evening_calls,sum_evening_charges,n_night_calls,sum_night_charges,n_intl_calls,sum_intl_charges,n_customer_service_calls,churn
196,0,0,0.0,109.0,39.78,114.0,21.21,70.0,7.79,5.0,2.46,2.0,0
113,0,0,0.0,111.0,46.26,118.0,22.82,105.0,9.62,10.0,2.3,1.0,1
122,0,0,0.0,99.0,50.39,89.0,18.26,107.0,6.03,3.0,3.08,4.0,1
112,0,0,0.0,101.0,33.05,82.0,16.18,107.0,8.25,2.0,3.08,0.0,0
209,0,0,0.0,128.0,38.62,92.0,21.96,74.0,8.26,4.0,2.4,3.0,0
62,0,0,0.0,109.0,42.28,118.0,18.7,78.0,11.96,2.0,3.56,1.0,1
110,0,1,38.0,102.0,40.17,112.0,16.65,82.0,8.26,6.0,2.62,1.0,0
16,0,0,0.0,69.0,34.95,93.0,14.41,64.0,9.9,3.0,2.94,0.0,0
73,0,0,0.0,136.0,16.0,122.0,23.83,77.0,9.23,4.0,2.65,0.0,0
128,0,0,0.0,99.0,21.28,107.0,17.46,111.0,11.45,2.0,5.1,0.0,0
39,0,0,0.0,158.0,10.27,120.0,26.03,46.0,5.58,3.0,3.35,1.0,0
103,0,1,28.0,105.0,20.57,100.0,22.98,76.0,7.22,4.0,2.08,2.0,0
119,0,1,29.0,66.0,20.03,114.0,21.83,76.0,6.64,3.0,2.05,3.0,0
173,0,1,21.0,96.0,39.51,118.0,18.01,102.0,12.29,5.0,1.35,3.0,0
128,1,1,32.0,81.0,38.0,74.0,16.05,101.0,6.97,2.0,2.54,2.0,1
86,0,0,0.0,79.0,29.97,97.0,22.03,78.0,12.93,3.0,1.67,0.0,0
114,0,1,32.0,79.0,21.28,105.0,15.11,89.0,10.46,3.0,3.48,1.0,0
104,0,0,0.0,107.0,23.58,113.0,21.84,74.0,10.57,3.0,2.7,0.0,0
148,0,0,0.0,134.0,14.67,92.0,20.96,91.0,11.32,4.0,3.05,1.0,0
129,0,0,0.0,91.0,35.19,121.0,13.17,112.0,11.03,5.0,3.62,3.0,0
100,0,1,30.0,104.0,10.0,107.0,18.66,118.0,6.85,3.0,1.92,0.0,0
121,0,1,35.0,95.0,11.68,69.0,17.78,42.0,8.88,4.0,3.08,1.0,0
143,0,1,33.0,109.0,40.66,112.0,20.02,95.0,7.03,4.0,2.57,1.0,0
76,0,0,0.0,130.0,33.71,86.0,18.45,96.0,8.48,3.0,3.38,0.0,0
158,0,0,0.0,97.0,34.88,77.0,20.45,108.0,3.59,12.0,3.89,0.0,0
116,0,0,0.0,98.0,32.66,135.0,26.6,94.0,5.86,2.0,2.13,3.0,0
54,0,0,0.0,83.0,46.34,74.0,21.14,111.0,8.88,2.0,2.57,1.0,1
86,0,0,0.0,121.0,21.81,93.0,16.75,152.0,6.23,5.0,3.29,7.0,1
108,0,0,0.0,99.0,28.83,87.0,22.45,78.0,9.28,4.0,2.51,0.0,0
66,0,0,0.0,95.0,34.22,66.0,12.99,101.0,10.49,4.0,2.03,1.0,0
151,0,1,17.0,97.0,36.5,90.0,11.77,44.0,7.61,4.0,2.32,1.0,0
99,0,0,0.0,70.0,28.76,77.0,23.08,104.0,7.66,2.0,2.86,0.0,0
55,0,0,0.0,121.0,33.0,110.0,15.01,136.0,13.63,7.0,1.89,2.0,0
77,0,0,0.0,104.0,39.75,94.0,22.65,104.0,9.57,3.0,2.05,2.0,0
78,0,0,0.0,67.0,38.27,127.0,16.93,102.0,7.9,2.0,3.94,0.0,0
89,0,0,0.0,63.0,36.21,71.0,15.01,126.0,11.82,1.0,2.46,1.0,1
101,0,0,0.0,115.0,31.26,101.0,21.75,145.0,12.38,11.0,2.92,1.0,0
44,0,1,34.0,105.0,37.71,85.0,13.74,62.0,10.25,7.0,3.78,0.0,0
98,0,1,21.0,98.0,10.98,86.0,14.97,84.0,11.02,0.0,0.0,2.0,0
64,0,1,37.0,92.0,26.28,103.0,7.09,99.0,7.47,3.0,3.59,1.0,0
141,0,0,0.0,131.0,44.23,120.0,15.23,119.0,6.08,8.0,1.94,3.0,0
81,0,1,33.0,117.0,27.47,90.0,10.46,101.0,11.76,5.0,3.29,1.0,0
162,0,0,0.0,117.0,37.5,121.0,13.19,89.0,8.4,11.0,2.84,1.0,0
83,0,1,41.0,122.0,26.5,107.0,13.8,105.0,5.74,5.0,3.54,3.0,0
100,0,0,0.0,63.0,18.19,67.0,8.98,74.0,10.94,3.0,3.46,4.0,1
59,0,0,0.0,104.0,31.03,95.0,17.4,100.0,10.35,8.0,3.05,4.0,0
179,1,1,38.0,78.0,37.42,71.0,19.92,85.0,10.68,4.0,2.73,4.0,0
79,0,0,0.0,112.0,25.87,132.0,15.06,87.0,4.34,3.0,1.43,1.0,0
117,0,0,0.0,95.0,30.86,88.0,17.43,82.0,9.18,9.0,3.97,2.0,0
64,1,0,0.0,77.0,40.15,85.0,18.58,97.0,8.73,2.0,3.56,2.0,1
31,0,0,0.0,105.0,28.24,93.0,6.74,98.0,9.62,2.0,3.43,1.0,0
124,1,0,0.0,89.0,41.58,80.0,16.05,114.0,9.27,4.0,3.05,1.0,0
122,0,1,23.0,85.0,22.81,132.0,19.32,96.0,5.51,2.0,2.3,2.0,0
37,1,1,39.0,122.0,25.45,75.0,17.94,90.0,5.14,4.0,2.48,1.0,0
90,0,1,29.0,109.0,25.52,103.0,22.5,97.0,8.03,4.0,1.57,1.0,0
159,1,0,0.0,53.0,43.71,127.0,26.54,82.0,8.24,6.0,2.38,1.0,1
148,0,0,0.0,83.0,21.15,81.0,15.27,99.0,11.39,6.0,3.05,0.0,0
39,0,1,36.0,121.0,24.09,113.0,19.75,131.0,9.99,5.0,3.24,1.0,0
77,0,0,0.0,87.0,39.1,138.0,8.77,136.0,13.93,3.0,3.05,2.0,0
194,0,0,0.0,88.0,27.59,118.0,18.16,81.0,8.64,2.0,2.94,0.0,0
154,0,0,0.0,75.0,59.64,94.0,18.4,100.0,11.43,9.0,2.73,1.0,1
112,0,0,0.0,96.0,32.86,123.0,22.45,115.0,5.79,3.0,2.46,4.0,0
45,0,0,0.0,127.0,13.29,108.0,21.54,100.0,11.48,3.0,4.86,1.0,0
132,0,0,0.0,110.0,14.18,137.0,19.74,114.0,6.6,5.0,2.05,1.0,0
128,0,0,0.0,99.0,33.25,120.0,22.76,76.0,7.42,2.0,4.32,0.0,0
135,0,0,0.0,81.0,34.31,114.0,19.13,82.0,9.2,6.0,2.78,1.0,0
56,0,0,0.0,110.0,33.49,102.0,18.94,91.0,10.14,6.0,2.86,2.0,0
151,1,0,0.0,57.0,37.06,88.0,9.72,95.0,12.11,1.0,3.35,0.0,1
32,0,0,0.0,98.0,28.02,96.0,19.54,108.0,7.53,2.0,4.0,2.0,0
90,0,0,0.0,77.0,30.46,99.0,17.91,58.0,12.46,6.0,2.48,2.0,0
87,0,1,21.0,113.0,36.38,114.0,15.3,82.0,6.05,5.0,2.86,0.0,0
138,0,0,0.0,87.0,28.99,116.0,10.05,111.0,8.46,7.0,3.02,2.0,0
79,0,0,0.0,123.0,34.97,108.0,18.23,106.0,10.17,18.0,1.81,1.0,0
95,1,0,0.0,84.0,28.14,112.0,24.33,89.0,8.95,2.0,3.11,1.0,1
127,0,0,0.0,100.0,37.57,113.0,13.66,96.0,10.49,4.0,1.84,2.0,0
137,0,0,0.0,118.0,41.16,93.0,16.24,50.0,9.84,2.0,3.97,3.0,0
97,0,0,0.0,107.0,25.77,96.0,13.21,112.0,10.8,4.0,3.97,1.0,0
149,1,0,0.0,87.0,29.95,81.0,12.33,92.0,11.23,4.0,1.54,0.0,0
117,1,1,22.0,82.0,33.32,82.0,27.43,120.0,10.15,5.0,1.0,1.0,0
84,0,0,0.0,125.0,27.12,90.0,21.0,82.0,8.46,4.0,1.94,2.0,0
137,0,0,0.0,113.0,39.13,79.0,18.73,111.0,9.21,7.0,2.89,4.0,0
99,0,0,0.0,64.0,24.94,99.0,23.29,98.0,14.46,1.0,2.4,3.0,0
54,0,0,0.0,102.0,35.79,83.0,17.38,53.0,5.75,5.0,2.3,1.0,0
85,0,0,0.0,95.0,17.34,139.0,22.97,105.0,6.67,3.0,2.89,1.0,0
150,0,0,0.0,99.0,21.42,73.0,20.27,100.0,12.83,6.0,2.75,3.0,0
43,0,0,0.0,125.0,28.63,89.0,20.72,102.0,9.66,2.0,3.0,1.0,0
35,0,0,0.0,129.0,17.95,129.0,21.95,77.0,9.59,3.0,2.35,0.0,0
98,0,0,0.0,92.0,35.11,152.0,14.98,115.0,10.48,5.0,3.35,5.0,0
112,0,0,0.0,76.0,36.91,100.0,17.44,91.0,8.36,3.0,2.54,2.0,0
16,0,0,0.0,78.0,39.03,108.0,17.48,91.0,7.48,2.0,2.92,0.0,1
98,0,1,22.0,89.0,47.31,143.0,7.94,42.0,4.84,5.0,2.62,0.0,0
84,0,0,0.0,102.0,23.56,93.0,16.92,137.0,9.18,4.0,2.11,0.0,0
94,0,0,0.0,103.0,39.85,109.0,23.74,121.0,10.54,2.0,0.54,1.0,1
84,0,0,0.0,129.0,30.86,112.0,11.11,118.0,8.39,4.0,2.3,1.0,0
66,0,0,0.0,91.0,28.44,68.0,19.55,118.0,8.63,5.0,2.86,1.0,1
98,0,1,31.0,105.0,20.57,98.0,18.61,110.0,10.2,1.0,3.24,1.0,0
74,0,0,0.0,124.0,37.59,94.0,9.42,112.0,10.8,3.0,2.86,0.0,0
96,0,1,26.0,108.0,24.79,89.0,16.34,96.0,7.43,2.0,2.67,1.0,0
119,0,0,0.0,122.0,37.88,107.0,13.87,112.0,7.23,6.0,3.02,1.0,0
73,0,0,0.0,80.0,31.18,115.0,20.57,100.0,9.06,3.0,2.03,4.0,0
92,1,0,0.0,91.0,44.93,115.0,13.68,73.0,8.94,5.0,2.51,0.0,0
21,0,0,0.0,78.0,24.82,79.0,9.32,108.0,11.13,7.0,1.84,0.0,0
122,0,0,0.0,134.0,26.71,122.0,15.72,59.0,8.87,5.0,2.3,4.0,1
133,1,0,0.0,108.0,21.64,81.0,21.36,88.0,6.08,3.0,2.78,1.0,0
145,0,0,0.0,110.0,31.94,117.0,16.75,108.0,7.52,4.0,1.3,2.0,0
25,0,0,0.0,90.0,30.4,72.0,12.0,99.0,9.14,5.0,2.27,2.0,0
64,0,0,0.0,80.0,16.52,90.0,15.83,92.0,8.5,6.0,2.81,2.0,0
85,0,0,0.0,85.0,44.17,117.0,20.6,72.0,7.6,1.0,1.46,0.0,0
126,0,0,0.0,112.0,43.61,90.0,16.96,122.0,8.47,5.0,1.89,3.0,0
76,0,0,0.0,77.0,28.82,87.0,10.54,92.0,9.87,3.0,2.7,0.0,0
113,0,0,0.0,47.0,40.75,110.0,24.05,88.0,10.73,3.0,2.35,2.0,1
224,1,0,0.0,99.0,29.16,103.0,13.6,102.0,9.56,2.0,1.35,1.0,1
117,0,0,0.0,84.0,40.78,106.0,14.86,93.0,9.43,2.0,2.65,0.0,0
128,0,1,34.0,73.0,24.19,79.0,16.56,81.0,10.77,6.0,4.32,1.0,0
115,0,0,0.0,98.0,31.3,73.0,27.8,106.0,9.56,6.0,2.03,2.0,0
141,0,1,28.0,126.0,35.17,126.0,22.47,124.0,7.73,11.0,2.51,2.0,0
51,0,0,0.0,114.0,44.18,94.0,14.98,112.0,3.47,1.0,4.13,1.0,0
100,0,0,0.0,122.0,34.65,76.0,24.06,83.0,8.88,3.0,3.38,0.0,0
96,0,1,45.0,124.0,42.3,77.0,11.93,102.0,11.86,2.0,2.78,3.0,0
112,0,1,16.0,110.0,37.67,123.0,11.07,108.0,9.0,3.0,3.05,1.0,0
129,1,0,0.0,131.0,32.79,101.0,15.77,130.0,9.23,4.0,2.94,1.0,0
163,0,0,0.0,129.0,20.81,108.0,9.64,97.0,8.11,7.0,3.38,1.0,0
67,0,1,40.0,65.0,17.83,93.0,18.39,128.0,9.78,9.0,2.59,1.0,0
140,0,0,0.0,91.0,29.44,106.0,16.73,128.0,9.42,5.0,3.02,3.0,0
49,0,0,0.0,69.0,20.3,92.0,23.23,153.0,9.65,7.0,3.35,2.0,0
46,0,0,0.0,100.0,42.55,90.0,22.15,104.0,8.78,2.0,3.59,2.0,1
148,0,0,0.0,98.0,30.31,110.0,24.02,98.0,8.15,4.0,3.08,1.0,0
112,0,0,0.0,77.0,41.38,97.0,15.48,94.0,11.66,2.0,3.46,1.0,0
78,0,0,0.0,106.0,26.35,101.0,14.9,125.0,7.0,5.0,3.19,2.0,0
61,0,1,31.0,101.0,49.08,102.0,17.32,49.0,9.14,3.0,2.32,0.0,0
58,0,1,29.0,80.0,40.87,91.0,10.11,108.0,7.39,3.0,3.02,1.0,0
155,0,0,0.0,123.0,32.35,96.0,25.61,134.0,9.66,3.0,2.16,1.0,0
100,0,0,0.0,76.0,47.26,74.0,15.02,126.0,9.88,4.0,2.24,0.0,1
113,0,0,0.0,93.0,26.35,106.0,28.1,123.0,8.52,3.0,3.65,1.0,0
81,0,0,0.0,99.0,26.1,102.0,16.8,86.0,8.93,2.0,1.7,2.0,0
135,0,1,27.0,141.0,46.48,99.0,13.09,112.0,11.06,6.0,3.32,1.0,0
99,0,0,0.0,93.0,26.4,95.0,22.58,67.0,6.56,4.0,3.35,0.0,0
59,0,1,29.0,114.0,22.63,82.0,18.8,103.0,5.92,3.0,1.84,1.0,0
135,0,0,0.0,129.0,41.96,121.0,15.96,109.0,6.95,5.0,3.4,1.0,0
85,1,0,0.0,107.0,28.12,126.0,16.66,110.0,15.71,7.0,2.59,2.0,0
70,0,0,0.0,103.0,10.12,106.0,21.86,86.0,9.37,6.0,3.0,0.0,0
88,0,0,0.0,116.0,23.51,138.0,20.06,110.0,8.06,4.0,2.59,3.0,0
55,0,0,0.0,100.0,48.74,121.0,11.42,122.0,8.68,5.0,1.86,2.0,0
75,0,0,0.0,114.0,19.94,61.0,17.09,82.0,4.86,3.0,3.29,1.0,0
79,0,1,21.0,79.0,44.93,118.0,17.24,92.0,7.8,3.0,1.7,4.0,0
85,0,0,0.0,107.0,21.74,124.0,23.05,76.0,9.1,5.0,3.38,0.0,0
86,0,1,23.0,107.0,38.34,105.0,20.94,81.0,11.06,2.0,2.65,0.0,0
91,0,0,0.0,115.0,25.33,105.0,20.85,94.0,11.7,3.0,2.24,0.0,0
149,0,1,20.0,77.0,33.81,88.0,23.29,76.0,8.58,9.0,3.86,1.0,0
97,0,0,0.0,125.0,43.59,100.0,23.28,101.0,10.02,1.0,3.0,1.0,1
88,0,0,0.0,124.0,45.02,112.0,20.86,115.0,7.22,2.0,4.0,1.0,1
60,0,0,0.0,88.0,16.69,69.0,15.34,69.0,10.06,2.0,2.51,2.0,0
54,0,0,0.0,99.0,27.17,64.0,22.44,70.0,5.21,7.0,2.62,2.0,0
11,0,1,28.0,86.0,32.4,122.0,18.71,80.0,8.11,3.0,1.62,3.0,0
109,0,0,0.0,120.0,31.28,119.0,10.23,86.0,6.92,3.0,2.97,0.0,0
90,0,0,0.0,128.0,44.51,104.0,18.75,91.0,6.15,5.0,2.59,1.0,0
115,0,0,0.0,109.0,25.14,117.0,19.41,90.0,13.49,9.0,2.59,3.0,0
144,0,1,18.0,109.0,18.09,113.0,9.19,111.0,9.38,5.0,2.73,1.0,0
91,0,0,0.0,75.0,22.73,87.0,16.6,89.0,12.62,2.0,1.59,0.0,0
105,0,1,23.0,85.0,32.9,90.0,18.72,111.0,12.26,5.0,2.3,0.0,0
71,1,0,0.0,113.0,30.29,94.0,14.26,111.0,8.19,3.0,3.67,3.0,1
132,0,1,36.0,103.0,38.45,125.0,15.44,102.0,11.65,5.0,2.84,3.0,1
112,0,0,0.0,103.0,28.97,71.0,17.02,100.0,11.62,4.0,3.13,1.0,0
86,0,1,32.0,163.0,12.05,121.0,14.17,105.0,11.02,5.0,3.0,3.0,0
41,0,1,34.0,63.0,33.05,110.0,21.67,115.0,7.21,9.0,4.64,2.0,0
44,0,0,0.0,146.0,40.85,83.0,13.99,106.0,10.83,2.0,2.86,1.0,0
78,0,0,0.0,116.0,12.75,87.0,21.14,83.0,7.92,6.0,2.57,3.0,0
149,0,0,0.0,117.0,11.75,100.0,11.59,53.0,8.18,3.0,1.7,1.0,0
72,0,1,33.0,59.0,16.42,98.0,26.81,117.0,7.35,4.0,1.67,4.0,1
139,0,1,20.0,101.0,36.48,132.0,19.98,132.0,7.33,12.0,4.0,0.0,0
74,0,0,0.0,111.0,25.25,42.0,12.45,83.0,13.01,6.0,2.67,3.0,0
50,0,0,0.0,106.0,43.88,106.0,13.72,110.0,10.13,5.0,3.16,1.0,0
141,0,1,23.0,112.0,25.45,118.0,13.81,115.0,9.91,2.0,2.05,3.0,0
140,0,0,0.0,134.0,25.47,98.0,13.97,124.0,13.26,2.0,2.19,1.0,0
99,0,0,0.0,102.0,32.37,107.0,13.44,92.0,12.22,4.0,3.02,2.0,0
166,0,0,0.0,108.0,30.84,54.0,21.57,94.0,5.05,6.0,3.13,1.0,0
124,0,0,0.0,123.0,25.69,104.0,15.93,93.0,11.49,3.0,1.43,1.0,0
74,0,0,0.0,116.0,26.47,63.0,14.76,97.0,11.58,4.0,2.19,0.0,0
117,0,0,0.0,95.0,25.48,110.0,21.77,92.0,9.57,13.0,3.59,2.0,0
85,0,0,0.0,132.0,37.79,101.0,19.68,75.0,10.06,2.0,2.97,3.0,0
36,0,1,16.0,111.0,25.4,113.0,11.2,87.0,5.97,2.0,1.81,0.0,0
102,1,0,0.0,103.0,39.75,131.0,18.84,106.0,6.61,3.0,3.46,0.0,0
76,0,0,0.0,100.0,34.71,139.0,24.87,105.0,10.99,2.0,2.84,0.0,0
165,0,0,0.0,126.0,41.29,65.0,17.83,126.0,10.28,0.0,0.0,1.0,0
130,0,0,0.0,119.0,25.57,99.0,19.59,76.0,8.38,4.0,3.32,1.0,0
78,0,0,0.0,119.0,35.51,132.0,21.45,120.0,12.61,7.0,3.46,0.0,0
55,1,0,0.0,91.0,32.62,110.0,21.77,101.0,9.17,6.0,3.86,1.0,1
92,1,0,0.0,113.0,22.22,122.0,22.15,98.0,10.99,2.0,2.54,2.0,1
129,0,1,33.0,104.0,20.33,88.0,23.69,175.0,11.85,2.0,1.59,2.0,0
18,0,0,0.0,93.0,46.51,116.0,9.74,120.0,11.28,4.0,2.21,1.0,0
161,1,0,0.0,114.0,26.54,63.0,15.33,115.0,8.08,9.0,3.0,2.0,0
93,0,1,36.0,134.0,30.38,102.0,15.18,82.0,5.71,4.0,2.16,2.0,0
144,0,0,0.0,93.0,30.18,75.0,24.43,118.0,8.12,3.0,3.21,2.0,0
75,1,0,0.0,61.0,35.92,119.0,8.98,63.0,7.92,4.0,2.62,4.0,1
95,0,0,0.0,91.0,29.78,109.0,20.77,95.0,3.41,2.0,2.03,1.0,0
126,0,1,23.0,102.0,19.43,103.0,16.18,111.0,10.82,7.0,3.4,3.0,0
124,0,1,28.0,104.0,42.74,89.0,19.13,121.0,11.34,5.0,2.03,1.0,0
93,1,0,0.0,61.0,36.87,120.0,17.63,110.0,9.98,5.0,4.73,1.0,1
109,1,1,26.0,138.0,36.92,111.0,12.37,76.0,12.63,3.0,2.51,0.0,0
80,0,0,0.0,97.0,35.07,98.0,13.17,82.0,11.86,12.0,3.35,0.0,0
41,0,0,0.0,66.0,27.08,75.0,10.7,76.0,11.79,5.0,3.0,1.0,0
136,0,1,31.0,88.0,24.33,65.0,20.11,120.0,10.25,5.0,3.08,2.0,0
92,0,0,0.0,122.0,26.18,88.0,28.03,117.0,12.96,2.0,1.51,3.0,1
143,0,1,24.0,69.0,31.72,116.0,18.87,138.0,10.57,5.0,3.13,1.0,0
118,0,1,26.0,114.0,29.04,125.0,16.96,98.0,7.64,5.0,2.59,5.0,1
193,0,1,17.0,102.0,21.08,81.0,17.25,129.0,9.23,3.0,3.32,1.0,0
73,0,0,0.0,94.0,33.71,101.0,23.74,87.0,6.58,8.0,4.0,3.0,0
62,0,0,0.0,101.0,29.38,97.0,17.41,90.0,10.84,8.0,2.46,2.0,0
30,0,1,30.0,74.0,36.96,86.0,18.17,104.0,10.22,3.0,1.78,0.0,0
60,1,1,29.0,113.0,45.2,94.0,18.34,82.0,4.86,12.0,3.78,0.0,1
148,0,1,14.0,137.0,15.91,72.0,16.47,84.0,6.52,5.0,4.73,1.0,0
96,0,0,0.0,100.0,16.69,88.0,26.11,120.0,8.21,1.0,2.05,2.0,0
52,0,0,0.0,68.0,36.5,138.0,13.48,114.0,5.55,4.0,2.54,2.0,0
87,0,0,0.0,92.0,28.59,100.0,19.1,99.0,7.63,3.0,3.48,1.0,0
41,0,0,0.0,97.0,34.49,104.0,13.07,92.0,5.11,3.0,2.43,3.0,0
112,0,0,0.0,108.0,44.44,102.0,13.13,90.0,5.89,2.0,3.13,1.0,0
88,0,0,0.0,86.0,12.46,82.0,13.72,76.0,10.78,3.0,2.21,4.0,1
122,0,1,27.0,84.0,43.13,109.0,19.48,123.0,8.57,5.0,2.48,7.0,0
61,0,0,0.0,108.0,7.65,74.0,12.86,94.0,6.88,6.0,2.65,2.0,0
87,0,0,0.0,105.0,39.32,108.0,14.59,136.0,3.05,6.0,3.51,1.0,0
176,0,0,0.0,125.0,8.06,90.0,14.26,107.0,7.34,8.0,2.84,2.0,0
30,0,0,0.0,88.0,38.66,100.0,15.51,134.0,8.63,3.0,3.38,0.0,0
95,0,1,22.0,126.0,6.95,90.0,11.34,91.0,11.89,7.0,3.21,0.0,0
46,0,0,0.0,133.0,21.22,143.0,13.37,72.0,8.97,4.0,2.32,2.0,0
100,1,0,0.0,110.0,11.65,115.0,28.65,99.0,9.23,9.0,3.27,0.0,0
47,0,1,37.0,77.0,27.8,102.0,17.26,87.0,10.44,4.0,2.11,2.0,0
77,0,0,0.0,112.0,27.71,89.0,18.62,66.0,10.5,3.0,1.81,2.0,0
98,0,1,38.0,61.0,36.33,104.0,21.51,73.0,9.35,5.0,2.89,2.0,0
125,0,1,36.0,117.0,34.22,78.0,3.59,104.0,5.66,3.0,1.46,1.0,0
67,0,0,0.0,97.0,52.77,123.0,5.65,99.0,11.09,10.0,2.48,4.0,0
194,0,0,0.0,101.0,8.23,138.0,23.89,87.0,9.83,1.0,4.91,1.0,0
128,0,1,40.0,88.0,29.1,109.0,12.38,93.0,8.86,6.0,3.78,1.0,0
190,0,1,22.0,93.0,28.31,92.0,15.56,102.0,5.44,3.0,2.3,0.0,0
165,0,0,0.0,126.0,36.82,104.0,16.22,123.0,10.11,8.0,3.35,0.0,0
59,0,0,0.0,113.0,18.33,125.0,18.41,92.0,9.79,3.0,2.67,2.0,0
47,0,1,28.0,94.0,24.02,108.0,14.28,84.0,5.11,2.0,2.11,1.0,0
150,0,1,29.0,77.0,35.68,52.0,13.43,113.0,6.39,1.0,1.78,0.0,0
152,1,1,20.0,120.0,40.38,94.0,21.54,80.0,11.93,3.0,3.83,9.0,1
26,0,0,0.0,109.0,39.87,129.0,18.4,94.0,8.62,6.0,0.95,3.0,0
79,0,1,31.0,90.0,17.53,135.0,20.66,92.0,3.44,8.0,3.29,3.0,0
95,0,1,27.0,106.0,22.02,90.0,21.16,115.0,12.06,3.0,3.21,1.0,0
69,1,0,0.0,90.0,47.57,91.0,21.14,118.0,7.69,10.0,2.27,2.0,1
95,1,1,41.0,91.0,23.26,61.0,17.07,67.0,6.02,9.0,2.78,5.0,1
31,0,1,31.0,54.0,17.02,97.0,20.94,131.0,11.48,3.0,1.59,0.0,0
121,0,1,31.0,63.0,40.31,117.0,17.48,85.0,8.85,5.0,2.73,4.0,0
111,0,0,0.0,58.0,29.38,108.0,15.56,104.0,7.15,3.0,2.13,4.0,1
157,0,0,0.0,111.0,38.17,99.0,17.06,118.0,5.25,2.0,3.11,2.0,0
44,0,0,0.0,112.0,48.98,92.0,21.93,90.0,8.66,4.0,2.75,3.0,1
61,1,0,0.0,103.0,13.29,149.0,16.65,100.0,4.86,6.0,2.73,2.0,0
65,0,0,0.0,80.0,25.28,94.0,22.02,107.0,6.73,6.0,3.43,2.0,0
74,0,1,25.0,84.0,33.08,103.0,10.19,75.0,7.9,2.0,3.54,2.0,0
123,0,0,0.0,77.0,27.12,92.0,25.82,120.0,10.21,4.0,3.24,0.0,0
58,0,1,20.0,110.0,33.07,89.0,18.16,92.0,10.65,2.0,2.57,1.0,0
74,0,0,0.0,96.0,29.6,94.0,21.34,123.0,11.59,5.0,2.24,2.0,1
125,0,0,0.0,97.0,22.41,100.0,11.62,119.0,13.87,6.0,2.08,2.0,0
80,0,0,0.0,103.0,27.3,109.0,20.15,88.0,11.03,1.0,2.89,1.0,0
53,0,1,18.0,107.0,24.96,84.0,26.35,130.0,8.04,7.0,1.94,0.0,0
99,0,1,28.0,88.0,34.12,116.0,22.46,102.0,7.77,5.0,2.46,1.0,0
99,0,0,0.0,106.0,24.75,106.0,8.36,83.0,10.39,5.0,2.94,1.0,0
66,0,1,29.0,104.0,39.0,84.0,21.88,119.0,10.42,1.0,2.16,2.0,0
97,0,0,0.0,76.0,35.87,100.0,16.07,102.0,5.54,4.0,1.27,3.0,0
75,0,1,37.0,97.0,20.66,110.0,23.07,97.0,11.19,5.0,3.05,2.0,0
85,1,0,0.0,73.0,36.72,117.0,16.0,98.0,6.62,7.0,0.97,2.0,0
108,0,0,0.0,88.0,49.81,101.0,13.65,87.0,6.48,6.0,2.7,2.0,0
133,1,1,32.0,137.0,37.59,99.0,22.52,108.0,7.6,4.0,4.16,2.0,1
51,0,0,0.0,108.0,30.86,87.0,16.74,119.0,8.42,2.0,2.78,1.0,0
186,0,1,26.0,107.0,12.63,116.0,15.07,90.0,13.33,3.0,3.92,2.0,0
44,1,0,0.0,92.0,10.59,82.0,23.38,108.0,6.24,3.0,2.92,1.0,0
64,0,1,31.0,88.0,38.86,109.0,21.12,124.0,7.52,1.0,2.43,3.0,0
44,0,0,0.0,121.0,38.78,79.0,23.5,77.0,12.59,5.0,2.67,2.0,1
114,0,1,36.0,90.0,52.68,89.0,17.03,105.0,8.26,2.0,3.83,1.0,0
92,0,0,0.0,74.0,34.32,119.0,19.28,80.0,9.79,6.0,3.7,3.0,0
110,0,0,0.0,112.0,25.47,93.0,15.3,119.0,6.3,4.0,3.16,2.0,0
90,0,1,30.0,76.0,31.25,95.0,19.52,124.0,6.48,3.0,2.08,1.0,0
72,0,1,21.0,108.0,31.74,86.0,28.48,119.0,8.42,4.0,4.46,1.0,0
113,0,0,0.0,151.0,35.6,113.0,29.52,116.0,11.07,2.0,2.0,1.0,1
171,0,1,25.0,77.0,37.94,118.0,15.57,90.0,6.79,3.0,2.75,3.0,0
104,0,0,0.0,109.0,27.91,90.0,13.21,117.0,7.6,8.0,2.89,1.0,0
165,0,0,0.0,75.0,25.59,93.0,16.41,93.0,14.02,2.0,2.78,1.0,0
104,0,0,0.0,128.0,39.81,92.0,24.91,79.0,8.28,6.0,2.65,0.0,1
110,0,0,0.0,102.0,9.4,124.0,14.0,108.0,9.03,5.0,2.75,1.0,0
90,1,0,0.0,97.0,37.71,134.0,17.32,154.0,9.71,4.0,2.27,1.0,0
114,0,0,0.0,85.0,28.83,86.0,5.01,124.0,8.07,8.0,2.0,1.0,0
101,0,0,0.0,118.0,15.25,79.0,22.11,93.0,7.65,11.0,3.65,5.0,1
117,0,1,14.0,81.0,13.63,103.0,18.62,102.0,5.52,2.0,2.32,1.0,0
109,0,0,0.0,105.0,37.21,87.0,25.49,110.0,7.14,4.0,3.05,2.0,0
82,0,0,0.0,96.0,21.37,137.0,17.65,103.0,8.24,2.0,3.48,1.0,0
92,0,0,0.0,85.0,29.97,125.0,7.94,107.0,9.32,1.0,2.59,2.0,0
82,0,1,29.0,111.0,35.22,137.0,21.6,92.0,7.62,5.0,2.57,2.0,0
